,Symbol,Name,Industry,IndustryCode
773,HOPE,Hope Bancorp Inc,은행,551010
774,HCM,HUTCHMED (China) Ltd ADR,제약,562010
775,DVAX,Dynavax Technologies Corp,생명과학 및 메디컬 리서치,562020
776,GCMG,GCM Grosvenor Inc Class A,투자은행 및 서비스,551020
777,SEAT,Vivid Seats Inc Class A,소프트웨어 및 IT서비스,572010
778,CLNE,Clean Energy Fuels Corp,오일 및 가스,501020
779,MSTR,Microstrategy Inc Class A,소프트웨어 및 IT서비스,572010
780,FORM,FormFactor Inc,반도체 및 반도체 장비,571010
781,LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
782,MRTN,Marten Transport Ltd,화물 및 물류 서비스,524050
783,ROAD,Construction Partners Inc Class A,건설 및 엔지니어링,522010
784,IMVT,Immunovant Inc,생명과학 및 메디컬 리서치,562020
785,AGYS,Agilysys Inc,소프트웨어 및 IT서비스,572010
786,PTRA,Proterra Inc,자동차 및 자동차 부품,531010
787,CPRX,Catalyst Pharmaceuticals Inc,제약,562010
788,EVCM,EverCommerce Inc,소프트웨어 및 IT서비스,572010
789,ROCK,Gibraltar Industries Inc,주택건설,532030
790,MYRG,MYR Group Inc,건설 및 엔지니어링,522010
791,DICE,Dice Therapeutics Inc,생명과학 및 메디컬 리서치,562020
792,MSEX,Middlesex Water Co,수도 유틸리티,591030
793,ALVO,Alvotech SA,생명과학 및 메디컬 리서치,562020
794,AGIO,Agios Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
795,SASR,Sandy Spring Bancorp Inc,은행,551010
796,UCTT,Ultra Clean Holdings Inc,반도체 및 반도체 장비,571010
797,HLMN,Hillman Solutions Corp,전문품 상점,534030
798,VRTU,Virtusa Corp,소프트웨어 및 IT서비스,572010
799,CRTO,Criteo SA ADR,미디어 및 출판,533020
800,BTRS,BTRS Holdings Inc,전문 및 상업 서비스,522030
801,SDGR,Schrodinger Inc,소프트웨어 및 IT서비스,572010
802,GSHD,Goosehead Insurance Inc Class A,보험,553010
803,DAWN,Day One Biopharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
804,MCRI,Monarch Casino & Resort Inc,호텔 및 엔터테인먼트,533010
805,BUSE,First Busey Corp,은행,551010
806,BBIO,BridgeBio Pharma Inc,제약,562010
807,FGEN,FibroGen Inc,생명과학 및 메디컬 리서치,562020
808,TTMI,TTM Technologies Inc,반도체 및 반도체 장비,571010
809,HURN,Huron Consulting Group Inc,전문 및 상업 서비스,522030
810,ADTN,ADTRAN Holdings Inc,커뮤니케이션 및 네트워킹,571020
811,HEES,H&E Equipment Services Inc,전문 및 상업 서비스,522030
812,EGBN,Eagle Bancorp Inc,은행,551010
813,DCT,Duck Creek Technologies Inc,소프트웨어 및 IT서비스,572010
814,AFYA,Afya Ltd Class A,비즈니스교육,631030
815,IDCC,InterDigital Inc,커뮤니케이션 및 네트워킹,571020
816,SATS,EchoStar Corp Class A,커뮤니케이션 및 네트워킹,571020
817,BGCP,BGC Partners Inc Class A,투자은행 및 서비스,551020
818,VTYX,Ventyx Biosciences Inc,생명과학 및 메디컬 리서치,562020
819,SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
820,OSIS,OSI Systems Inc,전자 장비 및 부품,571040
821,LOB,Live Oak Bancshares Inc,은행,551010
822,MNRO,Monro Inc,전문품 상점,534030
823,STBA,S&T Bancorp Inc,은행,551010
824,CHCO,City Holding Co,은행,551010
825,OPAL,Opal Fuels Inc Class A,오일 및 가스,501020
826,INFN,Infinera Corp,커뮤니케이션 및 네트워킹,571020
827,IRBT,iRobot Corp,전자 장비 및 부품,571040
828,SRCE,1st Source Corp,은행,551010
829,NMRK,Newmark Group Inc Class A,부동산 운영 관리,601010
830,ME,23andMe Holding Co. Class A,헬스케어 업체 및 서비스,561020
831,SOVO,Sovos Brands Inc,식품 및 담배,541020
832,RYTM,Rhythm Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
833,KALU,Kaiser Aluminum Corp,메탈&마이닝,512010
834,STER,Sterling Check Corp,전문 및 상업 서비스,522030
835,CLMT,Calumet Specialty Products Partners Units,오일 및 가스,501020
836,VERV,Verve Therapeutics Inc,생명과학 및 메디컬 리서치,562020
837,KDNY,Chinook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
838,ALGT,Allegiant Travel Co,운송업,524060
839,CHEF,Chefs' Warehouse Inc,식품 및 약품소매,543010
840,HLIT,Harmonic Inc,커뮤니케이션 및 네트워킹,571020
841,FCEL,Fuelcell Energy Inc,재생에너지,502010
842,TVTX,Travere Therapeutics Inc,생명과학 및 메디컬 리서치,562020
843,SNDX,Syndax Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
844,KRNT,Kornit Digital Ltd,"건설장비 및 대형차, 기차, 배",521020
845,POSH,Poshmark Inc Class A,소프트웨어 및 IT서비스,572010
846,TBK,Triumph Bancorp Inc,은행,551010
847,INBX,Inhibrx Inc,생명과학 및 메디컬 리서치,562020
848,SAVA,Cassava Sciences Inc,생명과학 및 메디컬 리서치,562020
849,VIVO,Meridian Bioscience Inc,헬스케어 장비 및 용품,561010
850,OCFC,OceanFirst Financial Corp,은행,551010
851,KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
852,LGND,Ligand Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
853,DGII,Digi International Inc,커뮤니케이션 및 네트워킹,571020
854,RETA,Reata Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
855,CVAC,CureVac NV,생명과학 및 메디컬 리서치,562020
856,AMPH,Amphastar Pharmaceuticals Inc,제약,562010
857,ALLO,Allogene Therapeutics Inc,생명과학 및 메디컬 리서치,562020
858,INTA,Intapp Inc,소프트웨어 및 IT서비스,572010
859,IOVA,Iovance Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
860,SKIN,Beauty Health Co Class A,"개인, 가정 용품 및 서비스",542010
861,PLUS,ePlus inc,소프트웨어 및 IT서비스,572010
862,ASTS,AST SpaceMobile Inc Class A,통신 서비스,574010
863,RCKT,Rocket Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
864,NXGN,NextGen Healthcare Inc,소프트웨어 및 IT서비스,572010
865,VRTS,Virtus Investment Partners Inc,투자은행 및 서비스,551020
866,PTNR,Partner Communications Company Ltd ADR,통신 서비스,574010
867,DCOM,Dime Community Bancshares Inc,은행,551010
868,ESTA,Establishment Labs Holdings Inc,헬스케어 장비 및 용품,561010
869,EIGI,Endurance International Group Holdings Inc,소프트웨어 및 IT서비스,572010
870,SCHL,Scholastic Corp,미디어 및 출판,533020
871,TTGT,TechTarget Inc,소프트웨어 및 IT서비스,572010
872,CNXN,PC Connection Inc,통합 하드웨어 및 소프트웨어,571070
873,PRAA,PRA Group Inc,은행,551010
874,BATRK,Liberty Media Corp Series C,미디어 및 출판,533020
875,KROS,Keros Therapeutics Inc,생명과학 및 메디컬 리서치,562020
876,ACVA,ACV Auctions Inc Class A,소프트웨어 및 IT서비스,572010
877,OBNK,Origin Bancorp Inc,은행,551010
878,LILAK,Liberty Latin America Ltd Class C,통신 서비스,574010
879,TMCI,Treace Medical Concepts Inc,헬스케어 장비 및 용품,561010
880,NKLA,Nikola Corp,자동차 및 자동차 부품,531010
881,ADPT,Adaptive Biotechnologies Corp,생명과학 및 메디컬 리서치,562020
882,MODV,ModivCare Inc,헬스케어 업체 및 서비스,561020
883,SBGI,Sinclair Broadcast Group Inc Class A,미디어 및 출판,533020
884,EVBG,Everbridge Inc,소프트웨어 및 IT서비스,572010
885,SVC,Service Properties Trust,주택 및 상업용 리츠,601020
886,SAFT,Safety Insurance Group Inc,보험,553010
887,MGNI,Magnite Inc,소프트웨어 및 IT서비스,572010
888,RCII,Rent-A-Center Inc,전문품 상점,534030
889,NEO,Neogenomics Inc,헬스케어 업체 및 서비스,561020
890,IMGN,ImmunoGen Inc,생명과학 및 메디컬 리서치,562020
891,NMFC,New Mountain Finance Corp,다양한 금융서비스,555010
892,CASH,Pathward Financial Inc,은행,551010
893,GDEN,Golden Entertainment Inc,호텔 및 엔터테인먼트,533010
894,FWONA,Liberty Media Corp Series A,미디어 및 출판,533020
895,TH,Target Hospitality Corp,호텔 및 엔터테인먼트,533010
896,GDEV,Nexters Inc,소프트웨어 및 IT서비스,572010
897,ALKT,Alkami Technology Inc,소프트웨어 및 IT서비스,572010
898,ARHS,Arhaus Inc Class A,가정용품,532040
899,RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
900,OTLY,Oatly Group AB ADR,식품 및 담배,541020
901,PIII,P3 Health Partners Inc Class A,생명과학 및 메디컬 리서치,562020
902,RILY,B Riley Financial Inc,투자은행 및 서비스,551020
903,ANDE,Andersons Inc,식품 및 담배,541020
904,CCRN,Cross Country Healthcare Inc,전문 및 상업 서비스,522030
905,LYEL,Lyell Immunopharma Inc,생명과학 및 메디컬 리서치,562020
906,CINC,CinCor Pharma Inc,생명과학 및 메디컬 리서치,562020
907,OPK,OPKO Health Inc,제약,562010
908,LBAI,Lakeland Bancorp Inc,은행,551010
909,TGTX,TG Therapeutics Inc,생명과학 및 메디컬 리서치,562020
910,ATRI,Atrion Corp,헬스케어 장비 및 용품,561010
911,CLFD,Clearfield Inc,커뮤니케이션 및 네트워킹,571020
912,OCSL,Oaktree Specialty Lending Corp,다양한 금융서비스,555010
913,MNTV,Momentive Global Inc,소프트웨어 및 IT서비스,572010
914,OPEN,Opendoor Technologies Inc Class A,부동산 운영 관리,601010
915,SNCY,Sun Country Airlines Holdings Inc,운송업,524060
916,PATK,Patrick Industries Inc,레저 상품,532050
917,DH,Definitive Healthcare Corp Class A,소프트웨어 및 IT서비스,572010
918,HTLD,Heartland Express Inc,화물 및 물류 서비스,524050
919,FORTY,Formula Systems 1985 Ltd ADR,소프트웨어 및 IT서비스,572010
920,SPTN,SpartanNash Co,식품 및 약품소매,543010
921,CCSI,Consensus Cloud Solutions Inc,소프트웨어 및 IT서비스,572010
922,KFRC,Kforce Inc,전문 및 상업 서비스,522030
923,ARQT,Arcutis Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
924,MDGL,Madrigal Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
925,HFWA,Heritage Financial Corp,은행,551010
926,INDI,indie Semiconductor Inc Class A,반도체 및 반도체 장비,571010
927,GABC,German American Bancorp Inc,은행,551010
928,PRIM,Primoris Services Corp,건설 및 엔지니어링,522010
929,IAS,Integral Ad Science Holding Corp,미디어 및 출판,533020
930,AVID,Avid Technology Inc,소프트웨어 및 IT서비스,572010
931,AVO,Mission Produce Inc,식품 및 담배,541020
932,MBUU,Malibu Boats Inc Class A,레저 상품,532050
933,BCOR,Blucora Inc,투자은행 및 서비스,551020
934,PAYA,Paya Holdings Inc Class A,전문 및 상업 서비스,522030
935,MARA,Marathon Digital Holdings Inc,핀테크,573010
936,MORF,Morphic Holding Inc,생명과학 및 메디컬 리서치,562020
937,SBSI,Southside Bancshares Inc,은행,551010
938,OMP,Oasis Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
939,ARQQ,Arqit Quantum Inc,소프트웨어 및 IT서비스,572010
940,ZNTL,Zentalis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
941,CFFN,Capitol Federal Financial Inc,은행,551010
942,ANGI,Angi Inc Class A,소프트웨어 및 IT서비스,572010
943,HIMX,Himax Technologies Inc ADR,반도체 및 반도체 장비,571010
944,ECPG,Encore Capital Group Inc,은행,551010
945,OSTK,Overstock.com Inc,소프트웨어 및 IT서비스,572010
946,ERII,Energy Recovery Inc,"건설장비 및 대형차, 기차, 배",521020
947,SWIR,Sierra Wireless Inc,커뮤니케이션 및 네트워킹,571020
948,ARKO,Arko Corp.,오일 및 가스,501020
949,PLAB,Photronics Inc,반도체 및 반도체 장비,571010
950,ACRS,Aclaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
951,MNKD,MannKind Corp,생명과학 및 메디컬 리서치,562020
952,PCT,Purecycle Technologies Inc,전문 및 상업 서비스,522030
953,TRS,TriMas Corp,용기 및 포장,513020
954,PLL,Piedmont Lithium Inc,메탈&마이닝,512010
955,VORB,Virgin Orbit Holdings Inc,우주항공 및 국방,521010
956,SPNS,Sapiens International Corporation NV,소프트웨어 및 IT서비스,572010
957,BLU,BELLUS Health Inc,생명과학 및 메디컬 리서치,562020
958,GSM,Ferroglobe PLC,메탈&마이닝,512010
959,DMLP,Dorchester Minerals Units,오일 및 가스,501020
960,DCPH,Deciphera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
961,NAAS,Naas Technology Inc ADR,기타 금융업,556010
962,PERI,Perion Network Ltd,소프트웨어 및 IT서비스,572010
963,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,다양한 금융서비스,555010
964,HOLI,Hollysys Automation Technologies Ltd,"건설장비 및 대형차, 기차, 배",521020
965,CAMT,Camtek Ltd,반도체 및 반도체 장비,571010
966,PFBC,Preferred Bank,은행,551010
967,CRON,Cronos Group Inc,제약,562010
968,HCSG,Healthcare Services Group Inc,전문 및 상업 서비스,522030
969,HERA,FTAC Hera Acquisition Corp Class A,기타 금융업,556010
970,FLGT,Fulgent Genetics Inc,헬스케어 업체 및 서비스,561020
971,COWN,Cowen Inc Class A,투자은행 및 서비스,551020
972,AMSF,Amerisafe Inc,보험,553010
973,ADEA,Adeia Inc,소프트웨어 및 IT서비스,572010
974,MBIN,Merchants Bancorp,은행,551010
975,PFC,Premier Financial Corp (OHIO),은행,551010
976,SSP,E W Scripps Co Class A,미디어 및 출판,533020
977,APOG,Apogee Enterprises Inc,주택건설,532030
978,BRKL,Brookline Bancorp Inc,은행,551010
979,VCEL,Vericel Corp,제약,562010
980,BLFS,BioLife Solutions Inc,헬스케어 장비 및 용품,561010
981,WALD,Waldencast PLC Class A,전문품 상점,534030
982,AVXL,Anavex Life Sciences Corp,생명과학 및 메디컬 리서치,562020
983,IHRT,iHeartMedia Inc Class A,미디어 및 출판,533020
984,KURA,Kura Oncology Inc,생명과학 및 메디컬 리서치,562020
985,KNSA,Kiniksa Pharmaceuticals Ltd Class A,생명과학 및 메디컬 리서치,562020
986,NYMT,New York Mortgage Trust Inc,주택 및 상업용 리츠,601020
987,NSSC,NAPCO Security Technologies Inc,커뮤니케이션 및 네트워킹,571020
988,ATEC,Alphatec Holdings Inc,헬스케어 장비 및 용품,561010
989,MGI,MoneyGram International Inc,전문 및 상업 서비스,522030
990,UHAL,Amerco,화물 및 물류 서비스,524050
991,FRG,Franchise Group Inc,전문품 상점,534030
992,AMTB,Amerant Bancorp Inc Class A,은행,551010
993,VECO,Veeco Instruments Inc,반도체 및 반도체 장비,571010
994,SANA,Sana Biotechnology Inc,생명과학 및 메디컬 리서치,562020
995,ASTE,Astec Industries Inc,"건설장비 및 대형차, 기차, 배",521020
996,STRL,Sterling Infrastructure Inc,건설 및 엔지니어링,522010
997,AOSL,Alpha and Omega Semiconductor Ltd,반도체 및 반도체 장비,571010
998,REPL,Replimune Group Inc,생명과학 및 메디컬 리서치,562020
999,PLRX,Pliant Therapeutics Inc,제약,562010
1000,CRNX,Crinetics Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1001,NRC,National Research Corp,전문 및 상업 서비스,522030
1002,LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
1003,PLYA,Playa Hotels & Resorts NV,호텔 및 엔터테인먼트,533010
1004,LMAT,LeMaitre Vascular Inc,헬스케어 장비 및 용품,561010
1005,RADI,Radius Global Infrastructure Inc Class A,부동산 운영 관리,601010
1006,NRDS,NerdWallet Inc Class A,소프트웨어 및 IT서비스,572010
1007,ACLX,Arcellx Inc,생명과학 및 메디컬 리서치,562020
1008,JBSS,John B Sanfilippo & Son Inc,식품 및 담배,541020
1009,CYRX,Cryoport Inc,화물 및 물류 서비스,524050
1010,EXFY,Expensify Inc Class A,소프트웨어 및 IT서비스,572010
1011,GOSS,Gossamer Bio Inc,생명과학 및 메디컬 리서치,562020
1012,RDWR,Radware Ltd,소프트웨어 및 IT서비스,572010
1013,CNOB,ConnectOne Bancorp Inc,은행,551010
1014,PRDO,Perdoceo Education Corp,교육서비스,631010
1015,INTR,Inter & Co Inc Class A,은행,551010
1016,QURE,Uniqure NV,생명과학 및 메디컬 리서치,562020
1017,SLDP,Solid Power Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1018,KIDS,OrthoPediatrics Corp,헬스케어 장비 및 용품,561010
1019,RGNX,Regenxbio Inc,생명과학 및 메디컬 리서치,562020
1020,INVA,Innoviva Inc,제약,562010
1021,MOMO,Hello Group Inc ADR,소프트웨어 및 IT서비스,572010
1022,ERAS,Erasca Inc,생명과학 및 메디컬 리서치,562020
1023,ULH,Universal Logistics Holdings Inc,화물 및 물류 서비스,524050
1024,DCBO,Docebo Inc,소프트웨어 및 IT서비스,572010
1025,STKL,Sunopta Inc,식품 및 담배,541020
1026,PNT,POINT Biopharma Global Inc,생명과학 및 메디컬 리서치,562020
1027,CONX,CONX Corp Class A,기타 금융업,556010
1028,SHEN,Shenandoah Telecommunications Co,통신 서비스,574010
1029,MLAB,Mesa Laboratories Inc,"건설장비 및 대형차, 기차, 배",521020
1030,PDFS,PDF Solutions Inc,반도체 및 반도체 장비,571010
1031,CHY,Calamos Convertible and High Income Closed Fund,다양한 금융서비스,555010
1032,MCRB,Seres Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1033,INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
1034,ENTA,Enanta Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1035,OFLX,Omega Flex Inc,"건설장비 및 대형차, 기차, 배",521020
1036,DADA,Dada Nexus Ltd ADR,소프트웨어 및 IT서비스,572010
1037,RDNT,RadNet Inc,헬스케어 업체 및 서비스,561020
1038,FWRG,First Watch Restaurant Group Inc,호텔 및 엔터테인먼트,533010
1039,NEXT,NextDecade Corp,오일 및 가스 장비 및 서비스,501030
1040,GDYN,Grid Dynamics Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1041,GIII,G-III Apparel Group Ltd,섬유 및 의류,532020
1042,VRNA,Verona Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
1043,LWLG,Lightwave Logic Inc,전자 장비 및 부품,571040
1044,ASLE,AerSale Corp,우주항공 및 국방,521010
1045,MERC,Mercer International Inc,종이 및 임산물,513010
1046,SCRM,Screaming Eagle Acquisition Corp Class A,기타 금융업,556010
1047,EWCZ,European Wax Center Inc Class A,"개인, 가정 용품 및 서비스",542010
1048,CDMO,Avid Bioservices Inc,제약,562010
1049,BIOX,Bioceres Crop Solutions Corp,화학,511010
1050,ROVR,Rover Group Inc Class A,"개인, 가정 용품 및 서비스",542010
1051,CHI,Calamos Convertible Opportunities and Income Closed Fund,다양한 금융서비스,555010
1052,LPRO,Open Lending Corp Class A,전문 및 상업 서비스,522030
1053,SHYF,Shyft Group Inc,자동차 및 자동차 부품,531010
1054,HWKN,Hawkins Inc,화학,511010
1055,RIOT,Riot Blockchain Inc,핀테크,573010
1056,SKYW,SkyWest Inc,운송업,524060
1057,BYND,Beyond Meat Inc,식품 및 담배,541020
1058,JRVR,James River Group Holdings Ltd,보험,553010
1059,IGMS,IGM Biosciences Inc,생명과학 및 메디컬 리서치,562020
1060,OXLC,Oxford Lane Capital Corp,다양한 금융서비스,555010
1061,CMCO,Columbus McKinnon Corp,"건설장비 및 대형차, 기차, 배",521020
1062,SUMO,Sumo Logic Inc,소프트웨어 및 IT서비스,572010
1063,SSYS,Stratasys Ltd,전자 장비 및 부품,571040
1064,ACET,Adicet Bio Inc,생명과학 및 메디컬 리서치,562020
1065,QCRH,QCR Holdings Inc,은행,551010
1066,VREX,Varex Imaging Corp,헬스케어 장비 및 용품,561010
1067,RBCAA,Republic Bancorp Inc Class A,은행,551010
1068,CLBT,Cellebrite DI Ltd,소프트웨어 및 IT서비스,572010
1069,GGAL,Grupo Financiero Galicia SA ADR Class B,은행,551010
1070,RTL,Necessity Retail REIT Inc Class A,주택 및 상업용 리츠,601020
1071,RMR,RMR Group Inc Class A,부동산 운영 관리,601010
1072,MAXN,Maxeon Solar Technologies Ltd,재생에너지,502010
1073,DSGN,Design Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1074,UFPT,UFP Technologies Inc,헬스케어 장비 및 용품,561010
1075,MTTR,Matterport Inc Class A,소프트웨어 및 IT서비스,572010
1076,HERAU,FTAC Hera Acquisition Units,기타 금융업,556010
1077,SLP,Simulations Plus Inc,헬스케어 장비 및 용품,561010
1078,MRUS,Merus NV,생명과학 및 메디컬 리서치,562020
1079,HTBK,Heritage Commerce Corp,은행,551010
1080,ANAB,AnaptysBio Inc,생명과학 및 메디컬 리서치,562020
1081,AEPPZ,American Elec Pwr Units,전기 유틸리티,591010
1082,WINA,Winmark Corp,전문품 상점,534030
1083,VCSA,Vacasa Inc Class A,소프트웨어 및 IT서비스,572010
1084,GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
1085,WEST,Westrock Coffee Co,식품 및 담배,541020
1086,EXAI,Exscientia PLC ADR,생명과학 및 메디컬 리서치,562020
1087,BROG,Brooge Energy Ltd,오일 및 가스 장비 및 서비스,501030
1088,CRAI,CRA International Inc,전문 및 상업 서비스,522030
1089,EDIT,Editas Medicine Inc,생명과학 및 메디컬 리서치,562020
1090,BCYC,Bicycle Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1091,FFWM,First Foundation Inc,은행,551010
1092,CUTR,Cutera Inc,헬스케어 장비 및 용품,561010
1093,CTBI,Community Trust Bancorp Inc,은행,551010
1094,DWAC,Digital World Acquisition Corp Class A,기타 금융업,556010
1095,BFC,Bank First Corp,은행,551010
1096,OM,Outset Medical Inc,헬스케어 장비 및 용품,561010
1097,ALTA,Altabancorp,은행,551010
1098,WASH,Washington Trust Bancorp Inc,은행,551010
1099,AMWD,American Woodmark Corp,주택건설,532030
1100,GPRO,GoPro Inc Class A,"컴퓨터, 전화 및 가전제품",571060
1101,COGT,Cogent Biosciences Inc,생명과학 및 메디컬 리서치,562020
1102,IONR,ioneer Ltd ADR,메탈&마이닝,512010
1103,MATW,Matthews International Corp Class A,미디어 및 출판,533020
1104,ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
1105,CLCT,Collectors Universe Inc,전문 및 상업 서비스,522030
1106,UVSP,Univest Financial Corp,은행,551010
1107,PEBO,Peoples Bancorp Inc,은행,551010
1108,AMCX,AMC Networks Inc Class A,미디어 및 출판,533020
1109,CNDT,Conduent Inc,소프트웨어 및 IT서비스,572010
1110,IMTX,Immatics NV,생명과학 및 메디컬 리서치,562020
1111,ORGN,Origin Materials Inc Class A,화학,511010
1112,VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
1113,IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
1114,HAFC,Hanmi Financial Corp,은행,551010
1115,FBMS,First Bancshares Inc (Mississippi),은행,551010
1116,OSW,Onespaworld Holdings Ltd,호텔 및 엔터테인먼트,533010
1117,ICHR,Ichor Holdings Ltd,반도체 및 반도체 장비,571010
1118,HIBB,Hibbett Inc,전문품 상점,534030
1119,GET,Getnet Adquirencia e Servicos para Meios de Pagamento SA ADR,전문 및 상업 서비스,522030
1120,PUBM,PubMatic Inc Class A,소프트웨어 및 IT서비스,572010
1121,MFIC,MidCap Financial Investment Corp,투자은행 및 서비스,551020
1122,VNET,VNET Group Inc ADR,소프트웨어 및 IT서비스,572010
1123,THRD,Third Harmonic Bio Inc,생명과학 및 메디컬 리서치,562020
1124,HSTM,HealthStream Inc,소프트웨어 및 IT서비스,572010
1125,DCGO,DocGo Inc,헬스케어 업체 및 서비스,561020
1126,VALN,Valneva SE ADR,생명과학 및 메디컬 리서치,562020
1127,TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
1128,SCHN,Schnitzer Steel Industries Inc Class A,메탈&마이닝,512010
1129,DSGR,Distribution Solutions Group Inc,"건설장비 및 대형차, 기차, 배",521020
1130,PARAA,Paramount Global Class A,미디어 및 출판,533020
1131,MOND,Mondee Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1132,PROC,Procaps Group SA,기타 금융업,556010
1133,VRDN,Viridian Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1134,IMOS,ChipMOS Technologies Inc ADR,반도체 및 반도체 장비,571010
1135,NVX,NOVONIX Ltd ADR,"건설장비 및 대형차, 기차, 배",521020
1136,SCSC,Scansource Inc,"컴퓨터, 전화 및 가전제품",571060
1137,TA,Travelcenters of America Inc,오일 및 가스,501020
1138,PWP,Perella Weinberg Partners Class A,투자은행 및 서비스,551020
1139,WETF,Wisdom Tree Investments Inc,투자은행 및 서비스,551020
1140,HSKA,Heska Corp,헬스케어 장비 및 용품,561010
1141,PRTC,PureTech Health PLC ADR,생명과학 및 메디컬 리서치,562020
1142,RNA,Avidity Biosciences Inc,제약,562010
1143,GGR,Gogoro Inc,"건설장비 및 대형차, 기차, 배",521020
1144,USLM,United States Lime & Minerals Inc,건축 자재,512020
1145,SGH,SMART Global Holdings Inc.,반도체 및 반도체 장비,571010
1146,TCPC,BlackRock TCP Capital Corp,투자은행 및 서비스,551020
1147,RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
1148,SLRC,SLR Investment Corp,다양한 금융서비스,555010
1149,CTIC,CTI Biopharma Corp,생명과학 및 메디컬 리서치,562020
1150,NYAX,Nayax Ltd,핀테크,573010
1151,BRLT,Brilliant Earth Group Inc Class A,전문품 상점,534030
1152,GRRR,Gorilla Technology Group Inc,소프트웨어 및 IT서비스,572010
1153,MGIC,Magic Software Enterprises Ltd,소프트웨어 및 IT서비스,572010
1154,IMXI,International Money Express Inc,전문 및 상업 서비스,522030
1155,SRNE,Sorrento Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1156,OSBC,Old Second Bancorp Inc,은행,551010
1157,AMRK,A-Mark Precious Metals Inc,메탈&마이닝,512010
1158,GSBC,Great Southern Bancorp Inc,은행,551010
1159,LAND,Gladstone Land Corp,주택 및 상업용 리츠,601020
1160,HHR,HeadHunter Group PLC ADR,전문 및 상업 서비스,522030
1161,TBPH,Theravance Biopharma Inc,제약,562010
1162,MKTW,MarketWise Inc Class A,전문 및 상업 서비스,522030
1163,BJRI,BJ's Restaurants Inc,호텔 및 엔터테인먼트,533010
1164,OPI,Office Properties Income Trust,주택 및 상업용 리츠,601020
1165,ATNI,ATN International Inc,통신 서비스,574010
1166,AMAL,Amalgamated Bank,은행,551010
1167,AUPH,Aurinia Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1168,MVST,Microvast Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
1169,AERI,Aerie Pharmaceuticals Inc,제약,562010
1170,CONXU,CONX Units,기타 금융업,556010
1171,NFBK,Northfield Bancorp Inc,은행,551010
1172,HA,Hawaiian Holdings Inc,운송업,524060
1173,EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
1174,NWLI,National Western Life Group Inc Class A,보험,553010
1175,ALVR,Allovir Inc,생명과학 및 메디컬 리서치,562020
1176,GOOD,Gladstone Commercial Corp,주택 및 상업용 리츠,601020
1177,HIII,Hudson Executive Investment Corp III Class A,기타 금융업,556010
1178,PGC,Peapack-Gladstone Financial Corp,은행,551010
1179,SCRMU,Screaming Eagle Acquisition Units,기타 금융업,556010
1180,TNT,Peak Fintech Group Inc,핀테크,573010
1181,UFCS,United Fire Group Inc,보험,553010
1182,MIRM,Mirum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1183,KC,Kingsoft Cloud Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
1184,QNST,Quinstreet Inc,소프트웨어 및 IT서비스,572010
